,type_,address,area,metro_station,metro_line,date,update_date,floor,full_floor,price
451,2-комн.кв.,"Тёплый Стан ул, 25к4",51.0,Тропарево м.,red,Размещено 15 декабря 2021,26 марта,4,12,13650000
754,3-комн.кв.,", 3",56.0,Станция не указана,Ветка не указана,Размещено 10 марта,30 марта,4,17,8370648
1591,1-комн.кв.,", 1к1",38.0,Станция не указана,Ветка не указана,Размещено 24 ноября 2021,"сегодня, 00:26",17,28,9302546
1398,2-комн.кв.,"Недорубова ул, 32",71.0,Некрасовка м.,purpledark,Размещено 14 декабря 2021,"сегодня, 00:20",16,23,15518092
366,2-комн.кв.,"Героев Панфиловцев ул, 3к1",47.0,Сходненская м.,purple,Размещено 3 марта,"сегодня, 10:39",2,9,14200000
1022,1-комн.кв.,"Радужная ул, 4",35.0,Станция не указана,Ветка не указана,Размещено 18 февраля,30 марта,12,12,7114333
936,2-комн.кв.,", 1к1",58.0,Станция не указана,Ветка не указана,Размещено 23 февраля,"сегодня, 00:39",32,32,14848951
1202,3-комн.кв.,", 1к1",67.0,Станция не указана,Ветка не указана,Размещено 23 января,"сегодня, 00:35",21,31,13634415
1077,2-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 23 февраля,"сегодня, 00:39",6,11,7733052
1046,1-комн.кв.,"Радужная ул, 4",35.0,Станция не указана,Ветка не указана,Размещено 22 февраля,30 марта,12,12,7058480
1258,2-комн.кв.,", 1",50.0,Станция не указана,Ветка не указана,Размещено 14 января,"сегодня, 00:34",8,17,6982948
855,2-комн.кв.,", 1к1",59.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:38",13,28,11449097
679,2-комн.кв.,", 1",50.0,Станция не указана,Ветка не указана,Размещено 22 марта,"сегодня, 00:35",11,17,10632677
1169,2-комн.кв.,", 1",50.0,Станция не указана,Ветка не указана,Размещено 2 февраля,"сегодня, 00:38",12,17,7049915
877,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",5.0,Бунинская аллея м.,cyan,Размещено 26 февраля,"сегодня, 00:40",11,15,6753663
839,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37.0,Бунинская аллея м.,cyan,Размещено 1 марта,"сегодня, 00:37",11,15,8422760
1016,2-комн.кв.,"Радужная ул, 4",34.0,Станция не указана,Ветка не указана,Размещено 18 февраля,"сегодня, 00:39",9,12,6567583
1383,3-комн.кв.,", 7",55.0,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:25",15,17,10992640
636,1-комн.кв.,"Маресьева ул, 6к1",35.0,Некрасовка м.,purpledark,Размещено 22 марта,"сегодня, 00:27",21,22,12438111
454,2-комн.кв.,"Павшинский б-р, 6",70.0,Мякинино,blue,Размещено 15 декабря 2021,30 марта,8,17,12500000
118,3-комн.кв.,"Радужная ул, 15 1",63.0,Свиблово м.,orange,Размещено 25 февраля,26 марта,2,5,14600000
134,3-комн.кв.,"Ломоносовский пр-кт, 29к1",74.0,Ломоносовский проспект м.,yellow,Размещено 15 декабря 2021,"сегодня, 10:39",2,15,36500000
344,3-комн.кв.,"Можайское ш, 45А",80.0,Станция не указана,Ветка не указана,15 марта,15 марта,3,17,16800000
267,2-комн.кв.,", 14",57.0,Кантемировская м.,green,Размещено 03 декабря 2021,"сегодня, 10:03",3,17,7999999
303,1-комн.кв.,"Фабрициуса ул, д.24,стр.1",35.0,Сходненская м.,purple,Размещено 25 марта,"сегодня, 16:02",8,9,11000000
1040,2-комн.кв.,"Радужная ул, 4",35.0,Станция не указана,Ветка не указана,Размещено 16 февраля,"сегодня, 00:39",12,12,6686446
872,3-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,11,8219559
808,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",56.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:17",11,15,10503839
1066,1-комн.кв.,"Камова ул, д.7к1",37.0,Станция не указана,Ветка не указана,Размещено 14 февраля,"сегодня, 00:39",15,17,7414880
1129,1-комн.кв.,", 1к1",35.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",19,28,8902540
850,1-комн.кв.,", 1к1",31.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",22,28,8112655
51,3-комн.кв.,"Амундсена ул, 17к2",75.0,Свиблово м.,orange,Размещено 17 декабря 2021,26 марта,16,17,19000000
1063,1-комн.кв.,"Радужная ул, 4",37.0,Станция не указана,Ветка не указана,Размещено 14 февраля,"сегодня, 00:39",11,11,6856106
1314,3-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",5.0,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:34",15,15,10807747
1194,2-комн.кв.,", 1",50.0,Станция не указана,Ветка не указана,Размещено 1 марта,30 марта,16,17,7160449
260,1-комн.кв.,"Нагатинская наб, 10к1",48.0,Коломенская м.,green,Размещено 15 декабря 2021,26 марта,8,15,14900000
767,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",56.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:27",13,15,10544268
236,1-комн.кв.,"Полярная ул, 42к1",39.0,Медведково м.,orange,Размещено 21 января,"сегодня, 10:39",10,18,14300000
44,2-комн.кв.,"Летчика Грицевца ул, 6",55.0,Рассказовка м.,yellow,"сегодня, 07:39","сегодня, 07:39",5,14,14500000
127,2-комн.кв.,"Комсомольский пр-кт, 44",48.0,Спортивная м.,Ветка не указана,Размещено 11 февраля,"сегодня, 10:39",4,8,27500000
513,1-комн.кв.,"Хорошевского Серебряного Бора 4-я лн., 1.3",33.0,Филатов Луг м.,red,Размещено 26 марта,29 марта,8,9,6199000
25,2-комн.кв.,"Покровская ул, 17а",57.0,Некрасовка м.,purpledark,Размещено 15 февраля,29 марта,2,25,14000000
247,2-комн.кв.,"Ленинградский пр-кт, 79",56.0,Университет м.,red,Размещено 10 января,24 марта,3,9,22000000
309,1-комн.кв.,"Солнцевский пр-кт, 5",31.0,Солнцево м.,yellow,Размещено 24 марта,"сегодня, 10:39",2,9,10500000
18,3-комн.кв.,"Ореховый проезд, 41",75.0,Шипиловская м.,lightgreen,Размещено 16 марта,"сегодня, 00:18",4,16,21500000
1082,1-комн.кв.,"Радужная ул, 4",37.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,11,6839660
279,2-комн.кв.,"Ясеневая ул, 12к5",60.0,Зябликово м.,lightgreen,Размещено 30 марта,"сегодня, 10:39",6,16,18490000
682,2-комн.кв.,", 1к1",57.0,Станция не указана,Ветка не указана,Размещено 18 марта,"сегодня, 00:35",11,35,15279672
133,2-комн.кв.,"Рублёвское ш, 79",54.0,Молодежная м.,blue,Размещено 15 декабря 2021,26 марта,14,22,18990000
1639,1-комн.кв.,", 1к1",34.0,Станция не указана,Ветка не указана,Размещено 05 октября 2021,"сегодня, 00:14",20,31,8731764
788,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",56.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:19",15,15,10623717
902,3-комн.кв.,"Радужная ул, 4",5.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,7693682
715,2-комн.кв.,", 3",55.0,Станция не указана,Ветка не указана,Размещено 15 марта,"сегодня, 00:14",7,17,11177739
